epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,18062.2,1.69225,0.72541,0.00207,0.8605,0.83254,0.87577,0.49426,1.63145,0.70218,0.00265,0.000720023,0.000720023,0.000720023
184,18158,1.65211,0.70972,0.00208,0.85786,0.8502,0.87732,0.5003,1.57777,0.69517,0.00256,0.000717875,0.000717875,0.000717875
185,18253.4,1.64376,0.70193,0.00204,0.83449,0.85713,0.87573,0.50341,1.55213,0.69163,0.00248,0.000715727,0.000715727,0.000715727
186,18356,1.70689,0.73737,0.0021,0.86103,0.80387,0.86982,0.49122,1.56499,0.68645,0.00255,0.000713579,0.000713579,0.000713579
187,18450.2,1.70155,0.75217,0.00213,0.83641,0.82742,0.87195,0.49744,1.56443,0.68972,0.00247,0.000711431,0.000711431,0.000711431
188,18542.6,1.66843,0.72092,0.00204,0.82707,0.84561,0.86506,0.50262,1.56084,0.68106,0.00245,0.000709282,0.000709282,0.000709282
189,18633.1,1.68846,0.75017,0.00219,0.86764,0.81668,0.8746,0.51023,1.55699,0.67702,0.00247,0.000707134,0.000707134,0.000707134
190,18729.9,1.70006,0.72406,0.00214,0.83245,0.84114,0.86797,0.49871,1.59803,0.68367,0.00254,0.000704986,0.000704986,0.000704986
191,18820.5,1.74476,0.74077,0.0022,0.8463,0.83959,0.87462,0.50202,1.60536,0.68588,0.00259,0.000702838,0.000702838,0.000702838
192,18910.1,1.65768,0.70458,0.00201,0.8295,0.8352,0.86285,0.48631,1.60043,0.70634,0.00253,0.000700689,0.000700689,0.000700689
193,19011.3,1.73222,0.75303,0.00208,0.85047,0.80532,0.85833,0.486,1.60828,0.72211,0.00256,0.000698541,0.000698541,0.000698541
194,19105.4,1.65091,0.70748,0.00211,0.84919,0.82949,0.86391,0.49601,1.57789,0.69153,0.00253,0.000696393,0.000696393,0.000696393
195,19195,1.6178,0.71989,0.00207,0.85268,0.81919,0.86057,0.49524,1.5792,0.68124,0.00252,0.000694245,0.000694245,0.000694245
196,19286.5,1.66435,0.70677,0.00213,0.86808,0.8038,0.87092,0.50672,1.5692,0.68005,0.00249,0.000692097,0.000692097,0.000692097
197,19377.9,1.72229,0.70193,0.00207,0.88626,0.78565,0.86839,0.50504,1.57283,0.69603,0.00251,0.000689948,0.000689948,0.000689948
198,19465.7,1.59571,0.69221,0.00215,0.8749,0.8159,0.86943,0.50488,1.60538,0.69836,0.00256,0.0006878,0.0006878,0.0006878
199,19555.2,1.65251,0.69983,0.00208,0.87295,0.82606,0.87755,0.51148,1.55738,0.6761,0.00248,0.000685652,0.000685652,0.000685652
200,19649.1,1.67702,0.70414,0.00215,0.87775,0.83454,0.88195,0.49766,1.56365,0.68936,0.00248,0.000683504,0.000683504,0.000683504
201,19742.6,1.63665,0.71199,0.00209,0.84565,0.85855,0.87545,0.50099,1.5779,0.70173,0.00253,0.000681355,0.000681355,0.000681355
202,19835.5,1.68901,0.71676,0.00206,0.86236,0.8394,0.87751,0.51315,1.55416,0.69557,0.00245,0.000679207,0.000679207,0.000679207
203,19929.2,1.64675,0.71221,0.002,0.85548,0.83253,0.87741,0.52265,1.55852,0.67589,0.00249,0.000677059,0.000677059,0.000677059
204,20022.9,1.69213,0.72865,0.00204,0.87544,0.84028,0.88132,0.51163,1.54345,0.66324,0.00248,0.000674911,0.000674911,0.000674911
205,20119.7,1.67172,0.74691,0.00211,0.86904,0.83033,0.87998,0.49661,1.59156,0.67302,0.00259,0.000672763,0.000672763,0.000672763
206,20212.2,1.68847,0.73191,0.00209,0.85924,0.83858,0.87112,0.50065,1.58992,0.67932,0.00258,0.000670614,0.000670614,0.000670614
207,20305,1.70098,0.72409,0.00204,0.85686,0.81164,0.87482,0.50894,1.59193,0.6872,0.00255,0.000668466,0.000668466,0.000668466
208,20415.7,1.73492,0.72618,0.00195,0.86295,0.82194,0.86632,0.5127,1.57468,0.67687,0.00252,0.000666318,0.000666318,0.000666318
209,20515,1.67968,0.7331,0.00205,0.85669,0.82074,0.86667,0.51471,1.56535,0.66571,0.00248,0.00066417,0.00066417,0.00066417
210,20611.8,1.71946,0.70834,0.00202,0.85949,0.82535,0.86666,0.5138,1.55844,0.66528,0.00247,0.000662021,0.000662021,0.000662021
211,20703,1.64666,0.69511,0.00209,0.85334,0.83658,0.87592,0.51312,1.57206,0.67264,0.00249,0.000659873,0.000659873,0.000659873
212,20793.2,1.54578,0.68084,0.00209,0.8568,0.83075,0.87658,0.51455,1.57587,0.66765,0.00251,0.000657725,0.000657725,0.000657725
213,20891.2,1.6666,0.7054,0.00199,0.87561,0.82928,0.87641,0.51003,1.59505,0.66533,0.00252,0.000655577,0.000655577,0.000655577
214,20980,1.6328,0.71703,0.00211,0.88226,0.80935,0.86536,0.50399,1.57511,0.66934,0.00246,0.000653429,0.000653429,0.000653429
215,21074.1,1.61782,0.67128,0.00202,0.86222,0.81504,0.86865,0.51364,1.56012,0.67259,0.00244,0.00065128,0.00065128,0.00065128
216,21175.6,1.6428,0.69971,0.00208,0.87528,0.83043,0.86954,0.49679,1.55812,0.69376,0.00246,0.000649132,0.000649132,0.000649132
217,21271.9,1.67373,0.71173,0.00197,0.86519,0.83851,0.87037,0.48262,1.57802,0.68908,0.00251,0.000646984,0.000646984,0.000646984
218,21372.7,1.64794,0.71079,0.00198,0.83755,0.82346,0.86013,0.48419,1.57094,0.68317,0.00256,0.000644836,0.000644836,0.000644836
219,21471.8,1.61385,0.67628,0.00205,0.87045,0.83009,0.86967,0.49414,1.57026,0.69139,0.00255,0.000642687,0.000642687,0.000642687
220,21572.2,1.6436,0.68678,0.00201,0.85137,0.85448,0.87817,0.50938,1.56278,0.69274,0.00251,0.000640539,0.000640539,0.000640539
221,21670.2,1.65681,0.69205,0.00197,0.8784,0.83403,0.88113,0.52028,1.55074,0.67722,0.00243,0.000638391,0.000638391,0.000638391
222,21768.5,1.62963,0.68112,0.00201,0.88498,0.81839,0.88625,0.51738,1.57328,0.66464,0.00251,0.000636243,0.000636243,0.000636243
223,21862.3,1.60239,0.68012,0.00201,0.86237,0.82751,0.88206,0.50963,1.56099,0.66259,0.00248,0.000634095,0.000634095,0.000634095
224,21962.9,1.65463,0.68262,0.00194,0.87221,0.81841,0.86642,0.49934,1.5679,0.6846,0.00252,0.000631946,0.000631946,0.000631946
225,22063.7,1.59863,0.66953,0.00197,0.84743,0.83864,0.86762,0.50549,1.5643,0.67839,0.00249,0.000629798,0.000629798,0.000629798
226,22169,1.61564,0.66587,0.00206,0.83386,0.85097,0.86959,0.50673,1.56263,0.66602,0.00245,0.00062765,0.00062765,0.00062765
227,22275.3,1.61718,0.67969,0.00204,0.86157,0.82963,0.87077,0.50279,1.56834,0.66103,0.00247,0.000625502,0.000625502,0.000625502
228,22379.2,1.63192,0.67903,0.00209,0.8681,0.82882,0.8775,0.50746,1.5708,0.6569,0.0025,0.000623353,0.000623353,0.000623353
229,22485.4,1.59309,0.69648,0.00201,0.86062,0.83076,0.87675,0.51243,1.56862,0.65583,0.00244,0.000621205,0.000621205,0.000621205
230,22587.9,1.59817,0.68253,0.00209,0.84842,0.84966,0.88103,0.51372,1.56642,0.66079,0.00245,0.000619057,0.000619057,0.000619057
231,22698.7,1.71507,0.717,0.00196,0.88106,0.82841,0.88327,0.51768,1.55362,0.66706,0.00249,0.000616909,0.000616909,0.000616909
232,22797.8,1.62172,0.69802,0.00212,0.87106,0.836,0.87855,0.50639,1.5727,0.67779,0.00255,0.000614761,0.000614761,0.000614761
233,22900.7,1.67246,0.71494,0.00209,0.85661,0.83479,0.87329,0.50784,1.56215,0.67601,0.00252,0.000612612,0.000612612,0.000612612
234,23005.2,1.60492,0.71748,0.00197,0.86346,0.85814,0.88375,0.52517,1.5554,0.671,0.00246,0.000610464,0.000610464,0.000610464
235,23121.7,1.70048,0.69434,0.00193,0.8671,0.84189,0.88106,0.50496,1.57724,0.6591,0.00252,0.000608316,0.000608316,0.000608316
236,23225.4,1.62389,0.68518,0.00202,0.86335,0.85358,0.88015,0.50883,1.56472,0.6616,0.0025,0.000606168,0.000606168,0.000606168
237,23329.5,1.60988,0.67575,0.00194,0.86172,0.83419,0.87227,0.50271,1.56735,0.66329,0.00249,0.000604019,0.000604019,0.000604019
238,23434.5,1.65963,0.69746,0.00196,0.84105,0.84729,0.86862,0.49859,1.56808,0.66642,0.00248,0.000601871,0.000601871,0.000601871
239,23529.6,1.61522,0.67329,0.00205,0.86445,0.83399,0.86752,0.5037,1.57982,0.66116,0.0025,0.000599723,0.000599723,0.000599723
240,23630.4,1.59232,0.67578,0.00187,0.83308,0.88045,0.87783,0.5114,1.56542,0.6523,0.00245,0.000597575,0.000597575,0.000597575
241,23728.6,1.61717,0.68826,0.00211,0.87155,0.84032,0.87642,0.5167,1.56243,0.65655,0.00247,0.000595427,0.000595427,0.000595427
242,23837.2,1.62075,0.68412,0.00203,0.85012,0.83631,0.8759,0.50351,1.58405,0.66599,0.00256,0.000593278,0.000593278,0.000593278
243,23946,1.59244,0.66855,0.00197,0.87219,0.81609,0.87418,0.50055,1.57395,0.66434,0.00247,0.00059113,0.00059113,0.00059113
244,24050.1,1.65667,0.69419,0.00207,0.85197,0.82496,0.86878,0.49128,1.57334,0.65936,0.00246,0.000588982,0.000588982,0.000588982
245,24160.8,1.63481,0.67291,0.00197,0.84162,0.84011,0.87399,0.48391,1.59488,0.67364,0.00255,0.000586834,0.000586834,0.000586834
246,24275.9,1.66368,0.67893,0.00192,0.88352,0.833,0.87379,0.51348,1.56113,0.65874,0.00242,0.000584685,0.000584685,0.000584685
247,24385.3,1.63056,0.67721,0.00197,0.86924,0.84431,0.87551,0.51537,1.55665,0.65555,0.0024,0.000582537,0.000582537,0.000582537
248,24487.6,1.51635,0.63463,0.00202,0.85405,0.85196,0.87999,0.5311,1.53937,0.64725,0.00242,0.000580389,0.000580389,0.000580389
249,24594.4,1.6052,0.69549,0.00196,0.87756,0.82841,0.88545,0.52828,1.53382,0.64749,0.00241,0.000578241,0.000578241,0.000578241
250,24702.6,1.59639,0.6663,0.00204,0.90507,0.79932,0.88198,0.52365,1.55248,0.6665,0.00243,0.000576093,0.000576093,0.000576093
251,24811.6,1.62369,0.68193,0.002,0.87357,0.84095,0.87731,0.51782,1.55931,0.66569,0.00244,0.000573944,0.000573944,0.000573944
252,24915.9,1.6116,0.67597,0.00191,0.85904,0.84754,0.87853,0.5288,1.54782,0.66396,0.00242,0.000571796,0.000571796,0.000571796
253,25013.3,1.57445,0.65827,0.00197,0.86362,0.84992,0.88213,0.52068,1.55431,0.66482,0.00245,0.000569648,0.000569648,0.000569648
254,25114.4,1.59126,0.66896,0.00193,0.88066,0.84148,0.8804,0.50682,1.58191,0.6693,0.0026,0.0005675,0.0005675,0.0005675
255,25204.2,1.5551,0.67598,0.00207,0.87813,0.83085,0.88213,0.52004,1.56227,0.65645,0.00245,0.000565351,0.000565351,0.000565351
256,25306.5,1.58615,0.62981,0.00196,0.84728,0.87347,0.88698,0.51602,1.55754,0.65657,0.00256,0.000563203,0.000563203,0.000563203
257,25407.4,1.59092,0.64654,0.00199,0.84576,0.85296,0.87852,0.51603,1.55516,0.65454,0.00247,0.000561055,0.000561055,0.000561055
258,25519.3,1.65512,0.68446,0.00192,0.84484,0.86118,0.87961,0.5172,1.54914,0.64999,0.00249,0.000558907,0.000558907,0.000558907
259,25635.3,1.6404,0.68057,0.00194,0.84527,0.85908,0.88204,0.51139,1.57469,0.66659,0.00253,0.000556759,0.000556759,0.000556759
260,25746.9,1.61066,0.6575,0.00192,0.86825,0.84493,0.88476,0.52193,1.57519,0.65294,0.00253,0.00055461,0.00055461,0.00055461
261,25861.3,1.63939,0.66053,0.0019,0.85621,0.83279,0.88007,0.52206,1.56401,0.64812,0.0025,0.000552462,0.000552462,0.000552462
262,25967.3,1.5546,0.6617,0.00195,0.87504,0.84349,0.88425,0.52466,1.54711,0.64616,0.00247,0.000550314,0.000550314,0.000550314
263,26081.5,1.65067,0.6647,0.00186,0.85416,0.86124,0.88595,0.52328,1.55374,0.65173,0.00244,0.000548166,0.000548166,0.000548166
264,26186.3,1.61707,0.67511,0.0019,0.87825,0.83988,0.88542,0.52399,1.54928,0.65673,0.00244,0.000546017,0.000546017,0.000546017
265,26290,1.58982,0.66854,0.00195,0.8509,0.85727,0.88142,0.51506,1.55798,0.657,0.00252,0.000543869,0.000543869,0.000543869
266,26391.4,1.53099,0.65063,0.00199,0.86446,0.82736,0.87878,0.52876,1.54863,0.64614,0.00241,0.000541721,0.000541721,0.000541721
267,26496.4,1.56481,0.64648,0.00188,0.88163,0.82896,0.87706,0.51952,1.55166,0.64058,0.00241,0.000539573,0.000539573,0.000539573
268,26602.2,1.55525,0.65853,0.00191,0.8645,0.85031,0.8782,0.52826,1.54419,0.64169,0.00241,0.000537425,0.000537425,0.000537425
269,26705.8,1.56758,0.64904,0.00184,0.87589,0.82795,0.87781,0.51913,1.55281,0.65211,0.00243,0.000535276,0.000535276,0.000535276
270,26801.3,1.55586,0.6531,0.00199,0.87588,0.85271,0.88676,0.52328,1.56091,0.63763,0.00249,0.000533128,0.000533128,0.000533128
271,26894.8,1.51088,0.62194,0.00201,0.8572,0.85668,0.88414,0.51535,1.56136,0.63987,0.00247,0.00053098,0.00053098,0.00053098
272,26991.9,1.56353,0.66703,0.00192,0.85264,0.86872,0.88551,0.52063,1.54809,0.63837,0.00242,0.000528832,0.000528832,0.000528832
273,27086.5,1.59407,0.64595,0.00188,0.89339,0.82534,0.8801,0.51636,1.54564,0.64608,0.0024,0.000526683,0.000526683,0.000526683
274,27181.8,1.59419,0.67558,0.00198,0.89482,0.83191,0.88362,0.50882,1.58708,0.6716,0.00248,0.000524535,0.000524535,0.000524535
275,27278.1,1.61384,0.66675,0.00191,0.85244,0.84208,0.87748,0.51346,1.55437,0.64879,0.00244,0.000522387,0.000522387,0.000522387
276,27372.3,1.61945,0.6549,0.00191,0.87139,0.82669,0.88078,0.52826,1.55217,0.64867,0.00242,0.000520239,0.000520239,0.000520239
277,27472.5,1.62088,0.67389,0.00188,0.88061,0.80612,0.87743,0.51677,1.56914,0.65255,0.00245,0.000518091,0.000518091,0.000518091
278,27559.1,1.56755,0.63931,0.00201,0.835,0.85035,0.87898,0.52078,1.55724,0.65201,0.00244,0.000515942,0.000515942,0.000515942
279,27636.3,1.55019,0.66224,0.00204,0.85663,0.84878,0.88194,0.52343,1.55219,0.64108,0.00243,0.000513794,0.000513794,0.000513794
280,27731.9,1.61672,0.65427,0.00197,0.81001,0.8796,0.88305,0.50904,1.54943,0.63593,0.00246,0.000511646,0.000511646,0.000511646
281,27831.7,1.55213,0.63651,0.0019,0.811,0.87539,0.87956,0.51767,1.54263,0.63806,0.00239,0.000509498,0.000509498,0.000509498
282,27936.1,1.63598,0.6748,0.00194,0.83381,0.84899,0.87411,0.51447,1.54654,0.65613,0.00242,0.000507349,0.000507349,0.000507349
283,28046,1.60027,0.65321,0.00179,0.87884,0.82906,0.8823,0.52229,1.54223,0.66252,0.00244,0.000505201,0.000505201,0.000505201
284,28143.7,1.56699,0.65813,0.00202,0.83888,0.85482,0.87306,0.51356,1.54357,0.64263,0.00245,0.000503053,0.000503053,0.000503053
285,28237.1,1.56853,0.66565,0.00203,0.83912,0.84195,0.87372,0.51163,1.54801,0.64305,0.00242,0.000500905,0.000500905,0.000500905
286,28338.6,1.59351,0.65097,0.00188,0.84993,0.85384,0.87486,0.50264,1.55156,0.64606,0.00251,0.000498757,0.000498757,0.000498757
287,28444.8,1.62544,0.66572,0.00185,0.89897,0.83957,0.88789,0.52104,1.54608,0.65002,0.00246,0.000496608,0.000496608,0.000496608
288,28547.5,1.56397,0.65002,0.00182,0.89926,0.83174,0.88411,0.52226,1.5513,0.65066,0.00244,0.00049446,0.00049446,0.00049446
289,28639.5,1.53747,0.64321,0.00199,0.86251,0.86718,0.88613,0.51831,1.55544,0.64536,0.00246,0.000492312,0.000492312,0.000492312
290,28734.9,1.54822,0.6411,0.00194,0.90649,0.82503,0.8829,0.51459,1.56509,0.64471,0.00249,0.000490164,0.000490164,0.000490164
291,28834.2,1.59743,0.64543,0.00189,0.87613,0.83886,0.88377,0.51174,1.57572,0.64817,0.00244,0.000488015,0.000488015,0.000488015
292,28933.1,1.57818,0.63723,0.00191,0.86522,0.83577,0.87954,0.51001,1.57417,0.65163,0.00246,0.000485867,0.000485867,0.000485867
293,29035.4,1.54276,0.62834,0.00191,0.85486,0.83792,0.87821,0.51267,1.56937,0.64276,0.00244,0.000483719,0.000483719,0.000483719
294,29144.1,1.54466,0.64643,0.00194,0.87534,0.82717,0.87836,0.51378,1.5639,0.64126,0.00246,0.000481571,0.000481571,0.000481571
295,29254,1.58141,0.6347,0.00177,0.85517,0.82481,0.87321,0.51895,1.54168,0.64694,0.00236,0.000479423,0.000479423,0.000479423
296,29358.9,1.55121,0.64037,0.00187,0.86094,0.84108,0.8783,0.52442,1.5375,0.65142,0.00239,0.000477274,0.000477274,0.000477274
297,29460.6,1.54799,0.64222,0.00191,0.83327,0.86798,0.88289,0.52464,1.54028,0.64778,0.00245,0.000475126,0.000475126,0.000475126
298,29569.7,1.56716,0.62563,0.00184,0.87462,0.84365,0.887,0.52869,1.55794,0.64543,0.0024,0.000472978,0.000472978,0.000472978
299,29669.9,1.55938,0.63161,0.00189,0.89952,0.83796,0.89205,0.53245,1.54351,0.63289,0.0024,0.00047083,0.00047083,0.00047083
300,29773.1,1.56626,0.64749,0.00189,0.87617,0.85545,0.88865,0.5259,1.53821,0.63733,0.00243,0.000468681,0.000468681,0.000468681
301,29880.1,1.53845,0.62303,0.00183,0.84553,0.85586,0.88488,0.5315,1.54018,0.63391,0.0024,0.000466533,0.000466533,0.000466533
302,29981.5,1.54923,0.63972,0.0019,0.87037,0.85546,0.88803,0.53987,1.53482,0.63804,0.00239,0.000464385,0.000464385,0.000464385
303,30085.3,1.51924,0.62712,0.00202,0.87767,0.85189,0.89154,0.54451,1.53417,0.63144,0.00239,0.000462237,0.000462237,0.000462237
304,30190.3,1.57888,0.6314,0.0018,0.86373,0.85952,0.88878,0.53011,1.53939,0.63686,0.00238,0.000460089,0.000460089,0.000460089
305,30295.7,1.53367,0.64812,0.00183,0.87113,0.84575,0.88553,0.52475,1.53633,0.6347,0.00237,0.00045794,0.00045794,0.00045794
306,30396.4,1.52093,0.61205,0.00178,0.84382,0.86027,0.88531,0.53146,1.5415,0.63503,0.0024,0.000455792,0.000455792,0.000455792
307,30500,1.51504,0.62931,0.0019,0.86369,0.8482,0.8806,0.52674,1.54161,0.63787,0.00237,0.000453644,0.000453644,0.000453644
308,30606.3,1.54682,0.63566,0.00183,0.86492,0.83255,0.8777,0.52132,1.54416,0.64054,0.00239,0.000451496,0.000451496,0.000451496
309,30708.8,1.59496,0.65179,0.00182,0.88264,0.8347,0.87994,0.51712,1.5594,0.64464,0.0024,0.000449347,0.000449347,0.000449347
310,30807.8,1.53895,0.62575,0.00191,0.87339,0.84935,0.8856,0.5255,1.53894,0.63635,0.00239,0.000447199,0.000447199,0.000447199
311,30912.8,1.59435,0.65665,0.0018,0.84767,0.85551,0.88901,0.52162,1.54443,0.64164,0.00238,0.000445051,0.000445051,0.000445051
312,31010.7,1.50936,0.63436,0.00188,0.86546,0.83044,0.88194,0.51783,1.54183,0.65459,0.00243,0.000442903,0.000442903,0.000442903
313,31112.2,1.56348,0.6501,0.00188,0.82436,0.87004,0.8836,0.51709,1.54992,0.65824,0.00239,0.000440755,0.000440755,0.000440755
314,31219.2,1.57928,0.64976,0.0019,0.83016,0.85984,0.8849,0.52532,1.5482,0.65493,0.0024,0.000438606,0.000438606,0.000438606
315,31315.8,1.497,0.61335,0.00193,0.87937,0.81982,0.88462,0.52976,1.54439,0.64254,0.0024,0.000436458,0.000436458,0.000436458
316,31425.7,1.58213,0.65588,0.00196,0.85251,0.85656,0.88804,0.52446,1.55376,0.64364,0.00246,0.00043431,0.00043431,0.00043431
317,31535,1.56022,0.64411,0.00197,0.83526,0.86454,0.88287,0.525,1.54924,0.63983,0.00243,0.000432162,0.000432162,0.000432162
318,31641.1,1.53561,0.61868,0.00195,0.89505,0.8252,0.88169,0.51682,1.54707,0.64418,0.00242,0.000430013,0.000430013,0.000430013
319,31749.1,1.54447,0.62298,0.00187,0.88439,0.8432,0.89112,0.52658,1.55368,0.64482,0.00244,0.000427865,0.000427865,0.000427865
320,31857.3,1.55874,0.64052,0.00186,0.87989,0.84474,0.88954,0.52756,1.5575,0.65046,0.00249,0.000425717,0.000425717,0.000425717
321,31967.8,1.61359,0.66111,0.00186,0.89912,0.84007,0.88938,0.52951,1.5615,0.65441,0.00248,0.000423569,0.000423569,0.000423569
322,32073.9,1.54909,0.60013,0.0019,0.89156,0.83511,0.88514,0.52517,1.55472,0.6456,0.00244,0.000421421,0.000421421,0.000421421
323,32180.5,1.55609,0.62786,0.00191,0.85041,0.85653,0.88169,0.52415,1.5419,0.64715,0.00241,0.000419272,0.000419272,0.000419272
324,32279.3,1.50533,0.63318,0.00197,0.85735,0.86168,0.88433,0.52593,1.54977,0.63958,0.00241,0.000417124,0.000417124,0.000417124
325,32380.7,1.51989,0.61093,0.00181,0.86724,0.86529,0.89023,0.52909,1.54907,0.63646,0.00243,0.000414976,0.000414976,0.000414976
326,32483.6,1.55244,0.63527,0.0018,0.86829,0.87644,0.8885,0.52639,1.55788,0.63681,0.00245,0.000412828,0.000412828,0.000412828
327,32577.6,1.54152,0.62528,0.00179,0.8746,0.85075,0.88248,0.51969,1.56362,0.65301,0.00243,0.000410679,0.000410679,0.000410679
328,32663.9,1.55085,0.6635,0.0019,0.87979,0.86904,0.88962,0.52514,1.55621,0.64708,0.00244,0.000408531,0.000408531,0.000408531
329,32761,1.53315,0.61468,0.00188,0.87707,0.85742,0.892,0.52599,1.5546,0.64155,0.00246,0.000406383,0.000406383,0.000406383
330,32860.2,1.4995,0.59657,0.00181,0.8852,0.84765,0.89496,0.52244,1.56205,0.64387,0.00251,0.000404235,0.000404235,0.000404235
331,32966.8,1.56218,0.62753,0.00188,0.90763,0.83504,0.89774,0.52376,1.56255,0.6414,0.00249,0.000402087,0.000402087,0.000402087
332,33073.1,1.53455,0.6103,0.00182,0.90456,0.83617,0.89788,0.52703,1.55432,0.64815,0.00246,0.000399938,0.000399938,0.000399938
333,33182.3,1.51001,0.60832,0.00182,0.87406,0.85518,0.89567,0.52803,1.55245,0.64446,0.00245,0.00039779,0.00039779,0.00039779
334,33288.7,1.51063,0.61481,0.00191,0.88373,0.84298,0.88933,0.52594,1.55281,0.63543,0.00247,0.000395642,0.000395642,0.000395642
335,33392.5,1.52323,0.65148,0.00206,0.8881,0.84825,0.89431,0.52358,1.5752,0.65431,0.00245,0.000393494,0.000393494,0.000393494
336,33499.4,1.5656,0.63503,0.00181,0.85861,0.85691,0.89222,0.52422,1.55872,0.65167,0.00243,0.000391345,0.000391345,0.000391345
337,33603.6,1.56255,0.64233,0.00195,0.86887,0.86697,0.89483,0.52678,1.55904,0.65475,0.00243,0.000389197,0.000389197,0.000389197
338,33699,1.43272,0.58231,0.00188,0.86736,0.86862,0.89299,0.5274,1.57016,0.65023,0.00245,0.000387049,0.000387049,0.000387049
339,33796.6,1.52657,0.63475,0.00184,0.87681,0.8481,0.89171,0.53026,1.56161,0.63472,0.00245,0.000384901,0.000384901,0.000384901
340,33893.7,1.49314,0.62373,0.00183,0.88541,0.82903,0.88738,0.51941,1.55187,0.63611,0.00241,0.000382753,0.000382753,0.000382753
341,34004.1,1.56321,0.63693,0.00182,0.84977,0.85274,0.88828,0.51902,1.53807,0.6298,0.00236,0.000380604,0.000380604,0.000380604
342,34115,1.58071,0.63866,0.00182,0.88537,0.85239,0.88813,0.51847,1.54284,0.62687,0.00238,0.000378456,0.000378456,0.000378456
343,34217.1,1.54282,0.61248,0.00177,0.88362,0.85458,0.88886,0.51691,1.54064,0.63035,0.00237,0.000376308,0.000376308,0.000376308
344,34322.5,1.58933,0.63114,0.00183,0.89494,0.82992,0.89115,0.52019,1.53969,0.63217,0.0024,0.00037416,0.00037416,0.00037416
345,34434.9,1.55729,0.61301,0.00185,0.89227,0.83189,0.88989,0.5201,1.54458,0.63382,0.00243,0.000372011,0.000372011,0.000372011
346,34534.3,1.53469,0.63506,0.00181,0.88814,0.83559,0.88742,0.53078,1.53968,0.62735,0.00241,0.000369863,0.000369863,0.000369863
347,34637.6,1.56696,0.62556,0.0018,0.88579,0.83708,0.89093,0.53259,1.54236,0.63106,0.00239,0.000367715,0.000367715,0.000367715
348,34743.5,1.56192,0.64354,0.00177,0.89136,0.84343,0.89131,0.53269,1.54671,0.63327,0.00236,0.000365567,0.000365567,0.000365567
349,34852.1,1.57954,0.63538,0.00172,0.88895,0.83798,0.89236,0.53602,1.53835,0.63363,0.00235,0.000363419,0.000363419,0.000363419
350,34953.9,1.51291,0.61182,0.00181,0.88106,0.86058,0.89053,0.53247,1.53334,0.63535,0.00234,0.00036127,0.00036127,0.00036127
351,35062.4,1.52856,0.62263,0.00178,0.89756,0.8445,0.89204,0.52786,1.53595,0.62598,0.00238,0.000359122,0.000359122,0.000359122
352,35164.9,1.46034,0.6062,0.00186,0.89086,0.83599,0.89002,0.52628,1.53093,0.62924,0.00239,0.000356974,0.000356974,0.000356974
353,35270.7,1.49567,0.61311,0.00186,0.8862,0.83542,0.89013,0.52553,1.53389,0.63256,0.00238,0.000354826,0.000354826,0.000354826
354,35383.2,1.58494,0.62411,0.00183,0.86535,0.84554,0.88699,0.52802,1.53555,0.63213,0.00242,0.000352677,0.000352677,0.000352677
355,35496.9,1.55537,0.627,0.00174,0.87989,0.82625,0.8842,0.52518,1.53264,0.63484,0.0024,0.000350529,0.000350529,0.000350529
356,35602.4,1.53431,0.62954,0.00186,0.88223,0.83708,0.88246,0.52406,1.54044,0.63603,0.00242,0.000348381,0.000348381,0.000348381
357,35711.4,1.51869,0.61645,0.00176,0.88118,0.83958,0.88079,0.51877,1.54333,0.63267,0.00243,0.000346233,0.000346233,0.000346233
358,35812.8,1.48982,0.59585,0.00187,0.88408,0.85131,0.88195,0.51758,1.54951,0.63422,0.00243,0.000344085,0.000344085,0.000344085
359,35915.4,1.48877,0.59478,0.00177,0.88872,0.8431,0.88953,0.51961,1.54492,0.6269,0.00242,0.000341936,0.000341936,0.000341936
360,36018.9,1.57384,0.64523,0.00174,0.87973,0.83733,0.88846,0.5174,1.54532,0.62863,0.00243,0.000339788,0.000339788,0.000339788
361,36120.5,1.51848,0.62628,0.00191,0.857,0.86197,0.8884,0.51499,1.54759,0.62634,0.00244,0.00033764,0.00033764,0.00033764
362,36222,1.52668,0.64223,0.00185,0.86189,0.86304,0.88791,0.52046,1.53949,0.6224,0.00241,0.000335492,0.000335492,0.000335492
363,36321.1,1.4978,0.61955,0.0018,0.86145,0.83268,0.88184,0.52011,1.53603,0.6338,0.00238,0.000333343,0.000333343,0.000333343
364,36420.5,1.52441,0.6198,0.00184,0.87683,0.8359,0.8891,0.52015,1.53958,0.63134,0.00241,0.000331195,0.000331195,0.000331195
365,36524.9,1.51112,0.60662,0.00184,0.8624,0.86004,0.89066,0.52653,1.54191,0.62398,0.00243,0.000329047,0.000329047,0.000329047
366,36630.9,1.53164,0.61323,0.00185,0.87943,0.85238,0.88681,0.52,1.54701,0.6237,0.00242,0.000326899,0.000326899,0.000326899
367,36740.4,1.52449,0.63187,0.00183,0.88448,0.83515,0.88733,0.52692,1.53786,0.62408,0.00236,0.000324751,0.000324751,0.000324751
